id,flight_number,airline_code,airline_name,origin_code,origin_name,origin_city,origin_country,destination_code,destination_name,destination_city,destination_country,departure_datetime,arrival_datetime,duration,aircraft_type,aircraft_name,status,total_seats,available_seats,economy_fare,premium_economy_fare,business_fare,first_fare
F00467,AI953,AI,Air India,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,2025-06-18 18:30,2025-06-18 19:39,1h 11m,B747,Boeing 747,Cancelled,410,377,220,330,550,880
F00468,DL997,DL,Delta Air Lines,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-03 00:30,2025-07-03 03:42,3h 43m,A380,Airbus A380,Scheduled,525,64,289,433,722,1156
F00469,UA341,UA,United Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,LHR,Heathrow Airport,London,UK,2025-06-27 13:30,2025-06-28 01:11,11h 3m,A330,Airbus A330,Landed,290,190,626,939,1565,2504
F00470,QF201,QF,Qantas,CDG,Charles de Gaulle Airport,Paris,France,SIN,Changi Airport,Singapore,Singapore,2025-06-14 07:45,2025-06-14 17:30,9h 8m,A380,Airbus A380,Scheduled,525,289,561,841,1402,2244
F00471,AA626,AA,American Airlines,JFK,John F. Kennedy International Airport,New York,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-22 14:00,2025-06-22 16:05,2h 28m,A330,Airbus A330,Boarding,290,98,285,427,712,1140
F00472,EK988,EK,Emirates,HND,Haneda Airport,Tokyo,Japan,LHR,Heathrow Airport,London,UK,2025-07-12 21:45,2025-07-13 10:42,12h 58m,A350,Airbus A350,Scheduled,325,236,783,1174,1957,3132
F00473,BA689,BA,British Airways,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-07-01 01:30,2025-07-01 04:09,2h 52m,B777,Boeing 777,Scheduled,300,128,169,253,422,676
F00474,AA480,AA,American Airlines,DEL,Indira Gandhi International Airport,Delhi,India,LHR,Heathrow Airport,London,UK,2025-07-13 09:30,2025-07-13 15:39,6h 11m,A320,Airbus A320,Cancelled,180,135,404,606,1010,1616
F00475,SQ428,SQ,Singapore Airlines,SYD,Sydney Airport,Sydney,Australia,HND,Haneda Airport,Tokyo,Japan,2025-07-08 07:30,2025-07-08 18:27,10h 42m,A350,Airbus A350,Scheduled,325,3,690,1035,1725,2760
F00476,SQ789,SQ,Singapore Airlines,LHR,Heathrow Airport,London,UK,SYD,Sydney Airport,Sydney,Australia,2025-06-22 08:45,2025-06-22 22:39,13h 49m,A320,Airbus A320,Delayed,180,45,763,1144,1907,3052
F00477,SQ874,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,SYD,Sydney Airport,Sydney,Australia,2025-06-21 20:30,2025-06-22 07:15,10h 31m,B747,Boeing 747,Cancelled,410,92,597,895,1492,2388
F00478,SQ885,SQ,Singapore Airlines,JFK,John F. Kennedy International Airport,New York,USA,LHR,Heathrow Airport,London,UK,2025-07-10 18:15,2025-07-11 03:20,9h 54m,B737,Boeing 737,Scheduled,180,27,618,927,1545,2472
F00479,AA675,AA,American Airlines,CDG,Charles de Gaulle Airport,Paris,France,SYD,Sydney Airport,Sydney,Australia,2025-06-14 07:45,2025-06-14 14:27,6h 3m,A380,Airbus A380,Boarding,525,121,374,561,935,1496
F00480,AA496,AA,American Airlines,DEL,Indira Gandhi International Airport,Delhi,India,JFK,John F. Kennedy International Airport,New York,USA,2025-07-08 09:30,2025-07-08 23:03,13h 20m,A350,Airbus A350,Delayed,325,263,740,1110,1850,2960
F00481,EK673,EK,Emirates,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-06-15 18:00,2025-06-15 22:06,4h 56m,A320,Airbus A320,Scheduled,180,67,316,474,790,1264
F00482,SQ517,SQ,Singapore Airlines,DEL,Indira Gandhi International Airport,Delhi,India,SYD,Sydney Airport,Sydney,Australia,2025-07-13 02:45,2025-07-13 09:40,6h 32m,B787,Boeing 787,Scheduled,250,112,423,634,1057,1692
F00483,BA795,BA,British Airways,SIN,Changi Airport,Singapore,Singapore,ORD,O'Hare International Airport,Chicago,USA,2025-07-07 08:30,2025-07-07 16:37,8h 18m,B777,Boeing 777,Boarding,300,274,507,760,1267,2028
F00484,EK665,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,SIN,Changi Airport,Singapore,Singapore,2025-06-25 18:30,2025-06-26 06:59,12h 18m,A320,Airbus A320,Scheduled,180,99,763,1144,1907,3052
F00485,SQ637,SQ,Singapore Airlines,DEL,Indira Gandhi International Airport,Delhi,India,HND,Haneda Airport,Tokyo,Japan,2025-07-09 11:30,2025-07-09 21:48,10h 29m,B787,Boeing 787,Scheduled,250,180,665,997,1662,2660
F00486,EK472,EK,Emirates,LAX,Los Angeles International Airport,Los Angeles,USA,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-20 16:45,2025-06-20 21:06,4h 5m,A320,Airbus A320,Boarding,180,128,274,411,685,1096
F00487,AI339,AI,Air India,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-07-04 01:30,2025-07-04 06:26,4h 41m,B747,Boeing 747,Cancelled,410,354,303,454,757,1212
F00488,AA470,AA,American Airlines,JFK,John F. Kennedy International Airport,New York,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-26 08:00,2025-06-26 10:16,2h 6m,B737,Boeing 737,Boarding,180,131,180,270,450,720
F00489,QF244,QF,Qantas,SYD,Sydney Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-07 01:45,2025-07-07 11:41,9h 17m,A320,Airbus A320,Boarding,180,10,632,948,1580,2528
F00490,SQ537,SQ,Singapore Airlines,JFK,John F. Kennedy International Airport,New York,USA,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-07 16:15,2025-07-08 05:53,13h 58m,B747,Boeing 747,Scheduled,410,352,814,1221,2035,3256
F00491,JL904,JL,Japan Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,LHR,Heathrow Airport,London,UK,2025-07-13 00:00,2025-07-13 04:33,4h 9m,B737,Boeing 737,Scheduled,180,11,289,433,722,1156
F00492,AI232,AI,Air India,LHR,Heathrow Airport,London,UK,DXB,Dubai International Airport,Dubai,UAE,2025-07-10 06:15,2025-07-10 13:01,6h 29m,A330,Airbus A330,In Air,290,223,489,733,1222,1956
F00493,AF923,AF,Air France,SYD,Sydney Airport,Sydney,Australia,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-09 04:30,2025-07-09 15:16,10h 41m,A350,Airbus A350,Scheduled,325,204,691,1036,1727,2764
F00494,BA851,BA,British Airways,CDG,Charles de Gaulle Airport,Paris,France,SIN,Changi Airport,Singapore,Singapore,2025-06-20 21:45,2025-06-21 06:01,8h 14m,A320,Airbus A320,Scheduled,180,138,573,859,1432,2292
F00495,QF258,QF,Qantas,LHR,Heathrow Airport,London,UK,CDG,Charles de Gaulle Airport,Paris,France,2025-06-24 13:15,2025-06-25 01:06,11h 58m,A350,Airbus A350,In Air,325,93,704,1056,1760,2816
F00496,DL143,DL,Delta Air Lines,SIN,Changi Airport,Singapore,Singapore,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-10 04:15,2025-07-10 09:09,4h 11m,A350,Airbus A350,Scheduled,325,69,381,571,952,1524
F00497,SQ622,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,SYD,Sydney Airport,Sydney,Australia,2025-06-15 07:30,2025-06-15 11:39,4h 13m,B787,Boeing 787,Landed,250,248,304,456,760,1216
F00498,JL544,JL,Japan Airlines,CDG,Charles de Gaulle Airport,Paris,France,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-21 08:30,2025-06-21 21:36,13h 4m,B737,Boeing 737,In Air,180,58,841,1261,2102,3364
F00499,DL656,DL,Delta Air Lines,LHR,Heathrow Airport,London,UK,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-15 18:30,2025-06-16 02:23,7h 33m,B787,Boeing 787,Landed,250,127,550,825,1375,2200
F00500,AF309,AF,Air France,DEL,Indira Gandhi International Airport,Delhi,India,ORD,O'Hare International Airport,Chicago,USA,2025-06-21 07:45,2025-06-21 11:24,3h 54m,B737,Boeing 737,Delayed,180,100,329,493,822,1316
